TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.gmod.schema.phylogeny.Phylonode,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,2,54,755,45011,1523366037722,0.8105263157894737,11111111111111111111111111111000000000000000000111111111111111111111111111111111111111111111111,0.9714285714285714,11111111111111111111111111110111111,1.0,,0,0,0,0,1.0,1111111111111111111,0.7142857142857143,000000000111111111111110101111111000000000011111111111111111111111111111111110001111,0.9714285714285714,11011111111111111111111111111111111,0.9714285714285714,11011111111111111111111111111111111,0.9714285714285714,11011111111111111111111111111111111
